,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,pub_rec,revol_bal,revol_util,annual_inc_joint,dti_joint,verification_status_joint,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,inq_fi,total_cu_tl,inq_last_12m,mort_acc,pub_rec_bankruptcies,revol_bal_joint,inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,fico_avg_score,sec_cibil_score,credit_hist,sec_credit_hist,balance_annual_inc,sec_balance_annual_inc,inst_amnt_ratio,credit_line_ratio
462741,1,14.08,5,22,10,4,10.85901823,1,0,8,0.92,1,6.098074282,55.5,11.6526961,11.26,2,1,0,0,1,14,0,71.16996114,1,2,5.613128106,56,0,2,0,0,1,10.18467357,0,0,9,93.9,1,12,667,647,5694,5632,0.169230769,0.076521739,0.034217045,0.4
462747,1,13.58,5,23,0.5,4,9.449986995,1,0,2,129.11,0,10.16846379,81.7,11.61465138,20.83,1,0,1,0,0,30,9.870551052,71.16996114,0,0,8.13005904,82,0,12,0,4,0,10.2296569,0,4,13,65.4,3,17,697,672,5329,5329,1.888722751,0.21678846,0.033974167,0.391304348
462807,2,30.79,1,4,10,4,10.27508559,1,1,2,25.21,0,9.756610357,91.8,11.28979441,27.28,1,0,1,0,0,70,9.713778777,81,1,2,9.036819971,86,1,0,1,2,0,10.83299062,0,2,16,95.4,0,17,722,687,5206,4748,1.379310345,0.5,0.0328405,0.545454545
462854,1,13.58,5,23,10,4,10.46313191,2,1,2,33.06,0,9.416866617,52.1,11.11246282,34.64,2,1,1,0,0,42,9.336444249,33,2,2,8.312380597,41,0,0,1,0,0,10.11888115,0,0,11,85.8,4,11,732,542,6393,1280,0.114285714,0.059701493,0.033975,0.705882353
462937,2,10.41,6,27,10,4,9.546884035,0,0,2,77.27,0,10.14388146,40.5,11.5228857,20.33,0,0,2,0,0,44,7.508238775,13,0,1,9.679406061,35,0,3,0,4,0,10.69294441,0,6,11,57.1,3,7,787,742,5359,6301,2.385714286,0.330693069,0.021449401,0.454545455
463035,2,9.43,6,29,10,3,11.08215793,0,0,2,7.44,0,6.959398512,2.3,11.51293546,5.56,0,1,2,1,3,7,8.817149625,33,1,2,5.973809612,12,3,5,5,0,0,7.122059882,1,0,2,5.8,0,2,777,737,4475,884,0.301538462,0.196,0.020967857,0.5
463041,2,9.43,6,29,6,4,10.59665973,1,0,1,56.62,0,10.93326767,40.6,11.3504183,34.83,1,0,1,0,0,53,11.31303447,71.16996114,0,0,10.23081092,41,0,0,0,1,0,11.10764534,0,1,18,43.4,8,15,732,727,10015,7155,1,0.470588235,0.02096775,0.565217391
463088,1,10.41,6,27,0.5,5,10.08585078,0,0,2,20.95,0,9.527411329,24.6,11.59911234,37.51,0,0,0,0,0,116,0,71.16996114,1,1,8.72127624,25,0,0,0,1,0,11.21610846,3,1,15,49.5,2,15,752,707,14186,10107,0.272916667,0.060091743,0.032461069,0.444444444
463167,1,9.43,6,29,5,5,10.81979828,0,1,2,33.7,0,10.11920359,58.9,11.51293546,18.7,0,0,3,0,2,21,10.51864616,73,1,1,9.13086417,67,0,2,3,3,0,10.37707849,0,3,12,70.1,6,8,707,697,6362,4110,0.64,0.32,0.032000313,0.647058824
463198,1,19.42,4,17,7,3,11.00211651,1,0,2,12.8,0,6.674561392,49.4,11.52880866,10.31,2,3,1,1,2,3,10.04832356,79,2,4,5.497168225,77,1,4,7,0,0,6.721425701,1,0,3,19,2,5,662,647,5267,3929,0.053333333,0.031496063,0.03686875,0.260869565
463224,2,25.82,3,11,5,4,11.06665399,2,1,3,17.78,0,9.062072355,35.2,11.76757544,12.71,2,1,10,1,1,5,11.29952183,124,0,1,0,88,0,3,3,4,0,9.924955459,0,3,12,34,3,14,672,642,3471,4628,0.25,0.124031008,0.029834375,0.340909091
463253,1,6.07,7,33,3,4,11.95118685,0,0,2,18.36,0,12.25503422,46.6,12.22588017,13.95,0,0,2,0,2,20,10.45757379,63,1,1,9.722145516,55,2,1,1,2,0,10.41930072,0,1,7,57,1,10,767,752,6332,6332,0.232258065,0.176470588,0.030453889,0.461538462
463257,1,10.41,6,27,4,4,10.43414521,0,0,2,25.95,1,9.132919225,35.1,11.6439625,17.3,0,2,1,0,0,27,8.228443883,25,2,4,7.565275282,31,1,1,4,3,1,10.28339551,1,3,22,53.9,1,23,662,652,5632,5054,0.470588235,0.140350877,0.032460625,0.523809524
463266,2,14.07,5,22,0.5,4,0,0,0,2,32.26145366,0,8.662504923,23,11.08215793,19.86,0,0,2,0,2,16,9.963782708,66,0,1,8.23483028,47,0,1,1,0,0,9.567944884,0,1,15,32.5,2,20,772,717,1918,2192,0,0.184615385,0.023305,0.75
463267,1,7.96,7,30,10,4,11.53475545,1,0,1,22.37,0,10.97905296,68.3,12.00570524,15.94,1,5,1,1,1,4,10.74170863,71.16996114,4,4,9.587337416,68,2,0,4,4,0,10.83832522,0,4,14,74.7,1,14,697,657,8189,8189,0.342445649,0.213825335,0.031318,0.472222222
463313,2,10.9,6,26,0.5,5,10.49130199,0,1,2,2.93,0,8.323608442,13.3,11.21183389,20.35,0,0,0,0,0,165,0,71.16996114,0,0,8.323608442,13,0,2,0,1,0,10.34380487,2,0,17,51.3,3,20,802,637,14337,5755,0.277777778,0.135135135,0.021693,0.428571429
463328,1,9.92,6,28,10,4,12.32386013,1,1,2,15.52,0,11.01034906,75.9,12.52453001,14.09,0,0,5,2,2,9,10.93051433,37,0,4,9.583695426,62,0,12,0,4,0,11.10419002,0,4,14,90.2,3,21,682,667,7336,7336,0.177777778,0.145454545,0.03222975,0.441860465
463399,2,12.61,5,24,0.5,5,9.903537551,0,1,2,2.52,0,7.221105098,22.8,11.18443529,34.52,0,0,0,0,0,71,0,71.16996114,0,0,7.221105098,23,0,0,0,0,0,11.24107737,1,1,22,78.7,0,29,772,657,6546,4720,0.72,0.2,0.022554167,0.142857143
463411,2,10.42,6,27,0.5,4,0,0,0,8,32.26145366,0,6.513230111,4.5,11.28979441,4.26,0,0,0,0,0,114,0,71.16996114,0,1,6.361302478,5,1,0,1,0,0,9.404672841,0,7,15,25.1,0,23,707,707,5755,5755,0,0.15,0.021455,0.461538462
463461,1,5.31,7,34,8,4,11.60824474,0,0,2,16.94,0,8.395929104,14.3,12.46844076,9.82,0,0,14,0,1,18,11.20491823,37,1,2,8.395929104,31,2,0,1,3,0,9.098402719,2,3,10,37.6,5,12,792,722,4475,5997,0.090909091,0.038461538,0.030111,0.566666667
463544,1,7.96,7,30,10,4,10.95924453,1,0,4,40.58,0,9.911009194,11.2,11.7557383,29.33,1,1,4,4,4,8,10.98293401,85,4,4,8.499843553,32,0,1,4,3,0,11.27802558,2,2,24,18.2,5,30,782,752,5694,5602,0.434918757,0.196106117,0.031318,0.5
463545,1,15.04,5,21,2,3,11.05090588,1,0,1,24.91,0,10.0674754,76.5,11.61729449,19.82,1,0,3,1,2,9,11.27959268,67,0,3,8.661466681,71,1,7,5,0,0,10.55108805,0,0,8,74.9,2,9,667,582,3106,2254,0.253968254,0.144144144,0.034685,0.306122449
463592,2,16.02,5,20,3,4,10.64544871,1,1,2,32.51,0,8.767329148,26.3,11.42955473,23.57,2,2,3,0,1,16,10.23109922,59,1,3,7.620705087,48,0,0,5,2,0,10.13570977,0,2,14,55,5,18,707,692,2376,4294,0.714285714,0.326086957,0.024329,0.846153846
463601,1,16.02,5,20,10,4,10.46313191,1,1,2,53.67,0,10.1954853,39.7,11.6526961,23.83,1,3,2,1,2,3,10.67229864,90,3,6,8.823353485,61,0,2,2,4,0,10.95609081,1,4,25,47.3,2,35,662,622,7670,6332,0.342857143,0.104347826,0.0351675,0.428571429
463624,1,6.71,7,32,0.5,5,9.903537551,0,1,2,3.6,0,8.10952566,8.7,10.75792416,18.94,0,0,0,0,0,79,0,71.16996114,0,1,8.028129059,9,0,2,0,0,0,9.997524194,0,0,12,90.1,1,10,807,672,4475,2437,0.3,0.127659574,0.030745,0.428571429
463663,2,15.04,5,21,10,4,10.37352243,1,0,2,90.29,0,9.951277216,68.6,11.55215579,30.24,1,0,3,0,4,14,11.25756859,59,0,1,8.754002933,66,2,1,1,1,0,10.59212458,0,0,5,82.2,0,5,712,632,3684,3684,1,0.307692308,0.023810938,0.611111111
463665,2,14.08,5,22,3,4,9.680406499,2,1,1,61.97,0,9.047468439,17.8,11.6439625,23.78,2,3,1,0,1,13,10.22691073,87,5,8,8.998136761,46,1,0,5,0,0,10.32649784,4,1,12,49.7,1,19,742,667,3653,3959,1.5625,0.219298246,0.02331,0.611111111
463673,1,9.43,6,29,3,4,9.903537551,0,0,2,6.72,0,7.541152455,6.1,11.01864554,17.96,0,0,0,0,0,44,0,71.16996114,0,2,6.102558595,6,0,1,0,3,0,9.282195809,0,3,9,36.6,0,9,767,652,3837,3837,0.65,0.213114754,0.032000769,0.583333333
463685,1,22.91,3,14,5,4,10.64544871,1,0,2,46.69,0,8.633731008,46,11.3504183,24.03,1,3,6,5,6,6,11.11517552,75,1,1,7.201170883,72,4,0,2,1,0,10.29688008,1,1,10,49.1,5,4,697,662,1311,2102,0.338690476,0.167352941,0.038662917,0.9
463720,1,9.43,6,29,0.5,4,10.75792416,1,0,2,26.25,0,9.668587666,40.6,11.04501564,24.14,1,2,3,1,2,3,9.739732565,62,4,4,8.325063694,49,5,3,1,3,0,10.12535028,1,3,11,33.4,0,12,727,707,11173,11173,0.340425532,0.255468625,0.032000625,0.357142857
463735,1,16.02,5,20,4,4,11.08215793,2,0,2,41.07,0,9.535245972,36.5,11.88449592,19.62,2,1,4,1,3,4,11.31734844,26,1,4,8.831857935,32,3,1,3,2,0,9.922799864,1,0,13,31.9,2,11,692,652,4993,4932,0.384615385,0.172413793,0.0351672,0.695652174
463739,1,22.9,3,14,2,3,11.09742517,1,1,6,23.11,0,8.66042736,78,11.35814125,19.18,1,1,3,2,3,5,9.904786708,69,0,0,7.167037877,71,3,0,3,0,0,10.40483843,0,0,1,84.5,0,2,662,602,4659,3106,0.090909091,0.070045179,0.038658333,0.285714286
463832,2,21.85,4,15,0.5,4,10.18870409,1,0,2,82.27,0,9.937937287,82.8,12.11505872,34.19,1,0,3,0,0,25,10.02848892,36,0,1,8.479075869,50,1,1,2,2,0,11.37426092,0,2,22,78.7,6,25,687,662,6912,5632,1.203007519,0.17524644,0.02753375,0.586206897
463839,1,6.07,7,33,2,3,9.741027445,0,0,0,142.16,0,10.48838115,58.9,12.06968575,18.07,0,1,2,0,2,18,11.14189077,71.16996114,2,2,9.122492281,59,0,0,0,4,0,11.04657914,0,4,10,58.9,1,11,717,712,7732,7611,0.564705882,0.055014327,0.030454167,0.5
463927,2,26.77,3,10,6,4,11.33858398,0,0,2,30.66,1,9.428029073,45.7,11.6439625,28.05,0,0,4,1,2,10,10.88571583,72,0,2,9.035986985,65,3,5,1,1,1,10.81925815,0,2,9,57.5,2,9,727,702,7277,7277,0.261904762,0.192982456,0.030398182,0.407407407
464170,1,5.31,7,34,10,4,11.14187628,0,0,2,24.03,0,9.98266835,58.7,12.12811651,21.18,0,0,2,0,0,57,8.545974993,9,1,1,9.26350192,29,0,1,0,3,0,10.65542237,0,1,18,78.4,10,16,747,707,10592,6332,0.289855072,0.108108108,0.0301105,0.615384615
464326,1,6.07,7,33,10,4,11.05090588,0,0,2,28.3,0,9.694555044,21.8,11.66135409,19.05,0,1,2,1,3,11,10.86210954,61,4,5,9.059517482,31,0,2,4,5,0,10.25804526,1,1,13,43.6,1,15,752,642,9072,2437,0.380952381,0.206896552,0.03045375,0.473684211
464372,1,7.34,7,31,10,4,11.98293534,0,0,3,7.45,1,9.284334052,35.8,12.36734505,5.99,0,4,2,3,7,1,10.67858332,100,3,6,0,52,3,4,4,2,1,10.14753117,0,3,11,71.5,2,17,687,667,4993,2588,0.0525,0.035744681,0.031033333,0.325581395
464467,1,26.77,3,10,0.5,3,9.655090294,1,1,2,38.92,0,8.651549244,77.3,10.26816539,32.92,1,0,1,0,0,35,8.963544292,52,0,0,8.008032847,60,0,0,1,0,0,9.656115343,0,0,9,70.1,1,14,662,662,7915,7915,0.331730769,0.1796875,0.040703382,0.363636364
464487,2,9.92,6,28,10,4,11.77529742,0,0,1,31.33,0,10.88767989,33.5,12.00151161,30.58,0,0,3,2,2,7,11.6252179,83,2,3,9.759212943,39,1,0,7,3,0,11.03266138,2,1,17,40,1,16,742,752,13060,13060,0.130769231,0.104294479,0.021208235,0.586206897
464493,2,18.06,4,18,10,4,9.615872145,2,1,2,15.68,1,8.611229833,24,11.11246282,16.17,2,2,0,1,2,7,0,71.16996114,2,2,7.590346946,24,5,0,11,5,1,9.231122911,0,5,10,54.2,1,8,687,627,7093,6028,1.333333333,0.298507463,0.0254265,0.421052632
464500,1,9.43,6,29,0.5,5,12.01370681,0,0,1,12.92,0,10.9865631,60.8,12.86100121,13.23,0,1,1,0,0,44,9.388737572,71.16996114,2,4,9.927204079,61,1,1,3,7,0,11.40988448,0,0,15,97.1,6,16,722,642,9893,3929,0.096969697,0.041558442,0.032000625,0.333333333
464528,1,11.99,6,25,10,4,11.47211389,1,1,1,32.27,0,12.09702757,91.7,11.56172515,39.74,0,0,2,0,0,26,10.10028713,42,0,0,9.78323898,62,1,0,1,2,0,11.17260182,0,2,10,94.6,3,7,717,712,6759,6759,0.287760417,0.263095238,0.033209774,0.615384615
464560,1,16.01,5,20,6,4,10.73641841,0,1,2,34.83,1,9.678842875,74.3,11.38510346,26.6,0,0,1,0,1,15,9.364176717,49,0,1,9.221280312,61,0,0,4,2,1,10.80102351,0,1,8,82.7,0,7,672,667,6637,3167,0.652173913,0.340909091,0.035162,0.727272727
464657,1,20,4,16,1,3,11.31448672,0,1,10,9.83,0,8.395929104,23.3,12.31043717,23,0,1,15,1,1,3,12.21135865,117,1,1,8.32530603,106,1,0,4,0,0,11.71567037,0,0,13,31.6,3,12,692,697,2863,4932,0.146341463,0.054054054,0.037164167,0.944444444
464690,1,7.96,7,30,4,4,10.57134257,2,0,1,11.2,0,0,0,11.21183389,6.31,2,0,1,0,1,15,9.352360632,83,0,2,0,66,1,0,1,1,0,9.40722208,1,0,2,9.5,0,7,767,752,4720,4202,0.138461538,0.072972973,0.031318519,0.142857143
464693,1,16.02,5,20,9,3,11.4616427,2,1,2,21.89,1,9.062072355,48.2,11.56172515,23.45,0,0,3,1,2,11,10.46965327,76,1,3,8.472614148,66,2,0,3,1,1,10.21346913,1,1,14,52.6,3,11,697,702,4383,4383,0.136842105,0.123809524,0.035166923,0.538461538
464701,1,7.35,7,31,10,4,11.51293546,1,0,2,19.07,0,10.39304868,71.7,12.20607765,12.68,2,0,2,2,2,7,10.36769316,93,0,3,9.692149047,81,0,2,0,2,0,10.81247166,0,1,5,69.1,1,7,797,662,7397,7428,0.2,0.1,0.0310375,0.5
464761,1,15.04,5,21,5,4,11.15626481,0,0,1,34.27,0,10.28657071,80.6,11.84940484,24.65,0,2,7,0,1,21,10.43075723,49,4,6,9.213834261,60,0,5,2,4,0,11.10972778,2,2,18,55,3,15,682,677,4659,4263,0.171428571,0.085714286,0.034685,0.6
464837,1,12.61,5,24,10,4,10.81979828,2,0,2,17.64,1,9.432843718,56.3,12.30592251,5.39,2,0,2,0,0,39,12.103342,16,2,4,9.027018315,38,1,0,7,5,1,9.900633484,2,5,10,65.6,2,13,682,672,9528,9528,0.4,0.090497738,0.0335065,0.379310345
464892,1,12.61,5,24,0.5,4,0,0,0,1,32.26145366,0,8.168769824,19.3,11.6526961,10.48,0,2,2,2,2,1,10.10221545,98,0,1,7.483806688,65,0,1,3,1,0,10.02566094,0,1,19,52.6,11,8,707,612,4080,4263,0,0.052173913,0.033506667,0.538461538
464987,2,11.98,6,25,10,4,10.91510665,0,0,2,23.94,0,9.042040057,33.5,11.55215579,16.41,0,1,2,1,1,3,9.845116639,55,2,3,9.042040057,46,1,0,3,6,0,9.796236362,0,4,13,75.2,2,16,707,702,4993,6606,0.336363636,0.177884615,0.022234595,0.307692308
465014,2,16.01,5,20,5,4,10.85119943,0,1,1,20.24,0,9.398809659,41.1,11.34645757,22.1,0,4,13,6,12,6,10.98762897,92,1,1,8.935640334,76,0,1,0,2,0,10.13507535,0,2,15,66.2,6,10,747,727,8036,4233,0.290725846,0.177170935,0.024324,0.724137931
465017,2,12.61,5,24,2,4,10.2399955,0,0,1,3.81,0,7.791522819,21.8,11.28979441,23.26,0,0,0,0,0,116,0,71.16996114,0,1,7.689828669,22,1,1,1,3,0,10.66431675,1,3,15,57.1,1,18,752,657,3563,4506,0.428571429,0.15,0.022554167,0.444444444
465096,2,18.45,4,18,10,4,9.903537551,1,0,2,60.33,0,8.727292029,31.5,11.51293546,19.29,2,1,2,0,0,54,10.29549586,67,1,1,4.672828834,52,0,5,1,3,0,10.22611438,0,3,5,77.2,3,9,712,617,6728,5206,0.7,0.14,0.025639286,0.368421053
465131,2,10.9,6,26,5,4,10.30898599,1,0,2,12.68,1,9.494240301,39.8,11.32660793,9,1,0,1,0,0,36,8.304494898,46,1,2,0,41,1,3,1,3,1,9.625029475,0,2,2,104.4,1,10,682,587,6301,5479,0.5,0.180722892,0.021692667,0.36
465149,1,20.39,4,16,0.5,4,10.59665973,1,0,8,94.29,0,9.886697383,90.6,12.17561859,35.28,1,0,4,1,1,9,12.35185556,59,1,2,8.978156076,63,0,3,4,2,0,10.92735834,0,0,19,90.4,5,18,687,627,15982,5875,0.4,0.082474227,0.037363125,0.619047619
465172,1,18.45,4,18,4,4,10.85901823,1,1,2,13.73,0,7.44775128,27.2,11.25157369,15.77,1,1,1,2,2,2,9.888982866,99,0,0,7.44775128,82,1,0,2,0,0,10.27170067,0,0,17,61.3,1,21,677,617,4475,4414,0.230769231,0.155844156,0.036379167,0.571428571
465223,1,10.41,6,27,10,4,11.26447693,0,1,3,4.56,0,8.938925272,25.6,11.67844838,8.16,0,4,0,0,0,27,0,71.16996114,3,5,8.228176896,26,2,2,16,2,0,10.17500213,0,1,14,38.7,0,26,687,677,3837,3868,0.41025641,0.271186441,0.032460313,0.5
465230,2,14.07,5,22,10,5,10.64544871,1,1,2,34.5,0,8.960852845,42.1,11.84940484,19.26,1,1,2,1,2,12,10.28915803,75,1,1,7.750184162,64,1,2,1,0,0,9.11316846,1,0,9,58.3,4,5,707,642,6424,3776,0.571428571,0.171428571,0.023304583,0.368421053
465287,2,29.69,2,8,5,4,10.81979828,2,1,2,11.16,0,8.666991557,10.3,11.56172515,11.57,2,4,2,1,2,1,9.588228712,91,2,5,8.262558973,28,2,0,6,1,0,10.34232296,6,0,9,57.7,1,24,737,557,3045,1918,0.22,0.104761905,0.032163636,0.472222222
465342,1,26.3,3,10,8,4,10.49130199,0,0,2,33.96,0,8.955190025,42.6,11.59911234,34.43,0,1,2,0,0,45,10.19552264,122,1,1,7.284134806,78,1,0,0,0,0,10.31725146,1,0,13,88.9,2,16,667,567,5451,2894,0.583333333,0.19266055,0.040450952,0.928571429
465349,1,5.32,7,34,10,5,10.49130199,0,0,2,4.33,0,8.419359831,9.2,12.29683157,14.22,0,0,0,0,0,58,0,71.16996114,0,1,6.455198563,9,5,1,4,8,0,8.419359831,4,8,15,7.3,4,17,727,762,5114,4932,1.111111111,0.182648402,0.030115,0.314285714
465356,2,9.93,6,28,0.5,3,10.83960052,1,0,3,45.86,0,9.563459,24.2,11.75979336,18.65,2,2,3,3,3,3,10.57780863,73,1,4,9.272469743,48,1,4,5,5,0,10.6003279,0,1,7,33.1,2,5,777,707,12846,4202,0.588235294,0.234375,0.021212667,0.485714286
465367,2,17.47,4,19,10,4,11.27908111,0,1,8,27.64,0,11.22863763,66.2,11.76310036,18.48,0,2,14,1,1,3,12.0317014,108,2,2,8.272059622,98,1,1,6,3,0,9.913734869,1,1,17,65,8,12,702,652,4233,5267,0.366404498,0.22581449,0.025106207,0.604651163
465384,2,24.84,3,12,10,5,11.00211651,0,0,2,16.1,1,9.480520169,48.7,11.67844838,13.87,0,1,1,1,1,12,9.078065333,73,1,5,7.905810313,56,1,1,1,3,1,10.52648047,1,0,8,42.5,2,7,682,637,8766,5024,0.333333333,0.169491525,0.029258,0.387096774
465426,1,13.58,5,23,2,4,11.00211651,0,1,3,35.65,0,10.24718363,92.2,12.30138737,19.66,0,0,2,1,1,12,11.11753939,104,0,3,9.090542809,98,2,0,1,1,0,11.53946028,0,1,12,94.3,4,9,692,672,5844,5844,0.333333333,0.090909091,0.033974,0.647058824
465456,2,30.75,2,5,0.5,3,9.903537551,2,1,2,37.94,0,9.285076718,58.9,10.97508829,12.99,2,4,1,0,0,26,9.390743423,60,7,8,7.942006808,59,0,4,3,0,0,9.285076718,1,0,2,79.4,0,6,662,592,3228,2102,1,0.342465753,0.032816,0.476190476
465463,2,16.02,5,20,7,4,10.71443999,2,1,2,6.27,0,7.509335266,8.5,11.28979441,25.57,2,1,0,0,0,25,7.513163545,52,1,2,6.957497371,15,0,0,0,2,0,10.62144929,0,2,14,41.1,5,8,702,692,6301,6301,0.777777778,0.4375,0.024328857,0.35
465478,2,12.62,5,24,1,5,10.98198216,2,0,1,43.91,1,9.499945594,22.4,12.13862323,17.32,2,3,5,1,8,8,11.3093149,77,4,5,8.445482344,50,0,11,4,5,1,10.22864603,1,5,18,17.7,6,14,677,672,5114,5724,0.272090334,0.08558255,0.022559375,0.558139535
465491,1,10.42,6,27,2,3,10.40429314,1,1,1,27.13,0,6.843749949,5.3,11.06665399,15.81,1,1,2,1,1,2,9.801731644,70,3,10,5.863631176,44,0,0,5,0,0,9.519808398,1,0,6,38.7,0,6,747,682,1553,641,0.287878788,0.1484375,0.032465263,0.555555556
465510,2,7.34,7,31,8,3,12.48748888,1,0,7,19.08,0,2.48490665,0,12.48748888,21.08,0,0,7,0,1,20,13.02150604,123,0,2,2.48490665,78,0,0,1,0,0,8.873608102,0,0,25,37.1,20,9,822,707,5602,3563,0.056603774,0.056603774,0.019962667,0.192307692
465525,1,9.93,6,28,0.5,4,10.59665973,2,1,1,16.95,0,0,0,11.22525673,14.8,2,1,1,1,1,5,10.19058195,95,0,0,0,79,0,3,0,4,0,9.382527414,0,1,13,52.6,1,15,727,682,5510,7520,0.3,0.16,0.032235,0.181818182
465552,1,13.58,5,23,4,4,11.80560254,2,0,2,15.92,0,10.79724634,79.9,11.81303746,15.8,0,1,2,0,1,19,10.29184041,56,1,1,9.360999248,69,0,1,2,1,0,11.03375999,1,1,16,87.1,10,7,687,672,5085,4598,0.268656716,0.266666667,0.033974167,0.541666667
465556,2,18.06,4,18,3,4,10.73641841,1,0,2,37.33,0,9.856919917,59.3,11.36443706,26.81,2,2,5,2,4,5,10.62459031,66,0,1,8.752739509,64,1,0,4,2,0,10.64358988,0,3,11,52.2,3,21,707,677,4963,6362,0.434782609,0.232018561,0.0254265,0.35483871
465658,2,19.03,4,17,0.5,4,12.20607765,1,0,8,25.75,0,12.94155348,55.4,12.24529817,28.93,0,0,2,0,2,13,10.56882665,27,0,4,10.33763729,50,2,2,0,4,0,11.90062707,1,3,13,62.1,0,26,702,692,6332,6332,0.175,0.168269231,0.025957143,0.466666667
465671,1,18.45,4,18,10,4,10.57134257,0,1,8,16.46,0,6.855408799,47.4,11.58989577,17.23,0,2,1,1,1,4,10.17994436,97,1,1,6.855408799,93,7,0,18,2,0,9.787683807,3,0,14,84.2,1,15,667,547,4263,4263,0.256410256,0.092592593,0.036379,0.666666667
465680,2,29.69,2,8,2,4,10.46313191,1,0,2,100.45,0,9.45673159,51.8,11.84940484,26.53,1,4,6,2,6,4,11.62430582,44,2,2,7.261927093,47,2,9,4,2,0,9.798682438,4,1,7,96.4,1,8,682,622,4993,3563,0.628571429,0.157142857,0.032163636,0.358974359
465696,2,30.65,2,6,10,4,11.03490579,1,1,3,15.2,0,9.208638925,67,12.14420256,13.62,2,2,3,1,1,2,9.322954516,44,1,2,7.838343316,52,0,0,1,3,0,10.64547252,0,0,10,83.5,1,8,682,622,5479,8677,0.193548387,0.063829787,0.032754167,0.705882353
465702,1,10.41,6,27,7,5,10.06479825,2,0,2,19.82,1,8.864746661,68,10.83960052,18.61,2,0,1,0,0,32,7.590852124,40,0,1,7.418780883,59,0,1,1,0,1,9.873852747,0,0,7,84.9,0,9,677,642,8128,6301,0.510638298,0.235294118,0.032460833,0.769230769
465730,1,20,4,16,0.5,3,9.546884035,1,1,2,15.27,0,8.45616849,62.7,10.79959599,36.32,1,0,0,0,0,26,9.371268036,52,0,1,7.77569575,55,0,0,0,0,0,8.805525053,1,0,6,96.6,2,4,697,582,1826,1158,0.428571429,0.12244898,0.037165,0.714285714
465742,2,26.77,3,10,10,4,10.70551156,1,0,1,62.92,0,9.70094288,56.3,11.65356528,31.5,1,1,6,2,4,6,11.64518981,88,1,2,8.557759153,80,3,11,3,4,0,10.83810924,1,1,14,74.5,6,18,697,682,4414,3959,0.295964126,0.114682884,0.030398485,0.326086957
465753,1,7.34,7,31,4,4,10.59665973,1,1,2,43.32,0,7.699389406,20.8,12.0435596,23.88,1,3,4,5,7,1,11.34819232,83,0,1,7.204149292,52,0,3,1,2,0,11.34021359,3,3,15,66.5,4,24,757,657,4324,3259,1,0.235294118,0.031033,0.409090909
465760,1,16.01,5,20,5,3,11.38510346,2,1,7,8.73,0,8.394799543,17.5,11.97035664,13.05,0,3,1,1,1,3,9.626019802,101,1,1,6.66949809,45,1,0,2,0,0,10.22752566,1,0,8,18.7,4,11,737,617,2376,3776,0.284090909,0.158227848,0.035162,0.714285714
465784,1,6.07,7,33,0.5,4,10.05431844,1,0,5,25.04,0,8.656607247,13.1,11.05649333,17.08,2,1,1,0,1,19,9.664087579,71,1,2,8.593227878,32,0,0,0,1,0,9.933240511,0,1,14,10.8,1,15,817,787,7946,7946,0.118254139,0.043407573,0.030454545,0.8
465787,1,6.07,7,33,7,4,11.73607702,0,0,2,9.46,0,8.848078421,25.4,12.4292202,13.34,0,0,2,0,1,20,10.3406774,25,1,1,8.283999304,25,0,2,3,2,0,10.88284698,0,1,13,88.4,3,20,717,642,7155,6912,0.168,0.084,0.03045381,0.260869565
465789,2,14.07,5,22,10,4,10.77897712,2,1,2,10.28,0,8.159660737,59.3,11.69525536,10.57,2,0,1,1,1,12,8.939974177,85,0,0,7.763446389,75,7,3,18,1,0,9.588913785,3,0,9,55.4,2,12,667,662,5329,5541,0.625,0.25,0.023304667,0.466666667
465892,1,7.34,7,31,1,4,11.22525673,0,0,2,29.38,0,9.373479109,25.8,11.77529742,18.21,0,0,25,2,2,8,11.70011847,95,0,3,8.721765357,77,2,0,3,2,0,10.13030435,0,2,5,65,1,8,737,662,4536,4080,0.2,0.115384615,0.031033333,0.367346939
465902,2,26.77,3,10,10,4,11.05090588,0,0,2,20.19,0,10.05259698,79.8,11.4616427,14.06,0,0,3,1,3,12,10.0962956,92,1,2,8.466320861,86,0,5,5,2,0,10.1449817,1,2,4,100,2,4,712,637,4049,9437,0.396825397,0.263157895,0.0303984,0.590909091
465949,2,16.02,5,20,0.5,4,10.36081746,0,0,2,34.56,0,9.248695326,55.9,11.23829123,19.13,0,2,1,1,1,4,10.54389302,71.16996114,2,2,8.499640032,56,1,4,5,3,0,9.749345206,0,3,5,62.5,1,9,687,677,7976,6209,0.759589821,0.31585597,0.02432875,0.52173913
465969,1,24.85,3,12,0.5,5,10.30898599,1,0,2,16.36,0,9.927497005,26.1,10.40429314,18.29,0,0,0,0,1,24,0,71.16996114,0,1,9.927497005,26,1,0,0,0,0,9.9840532,1,0,5,57.7,0,6,772,587,13729,10350,0.373333333,0.339393939,0.03968125,0.526315789
